# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 8, targetName: Neptune, Diameter: 49244.00 km, Orbital period: 6.01823000E+04 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 3650
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Neptune,   2013-04-03T00:00:00.00, 332 53 21.0038, -00 38 14.6244,   29.987723281,  -6.87
Neptune,   2013-04-04T00:00:00.00, 332 53 42.6285, -00 38 15.2478,   29.987691727,  -6.87
Neptune,   2013-04-05T00:00:00.00, 332 54  4.2531, -00 38 15.8711,   29.987660177,  -6.87
Neptune,   2013-04-06T00:00:00.00, 332 54 25.8777, -00 38 16.4945,   29.987628631,  -6.87
Neptune,   2013-04-07T00:00:00.00, 332 54 47.5023, -00 38 17.1178,   29.987597088,  -6.87
Neptune,   2013-04-08T00:00:00.00, 332 55  9.1269, -00 38 17.7410,   29.987565550,  -6.87
Neptune,   2013-04-09T00:00:00.00, 332 55 30.7515, -00 38 18.3643,   29.987534016,  -6.87
Neptune,   2013-04-10T00:00:00.00, 332 55 52.3761, -00 38 18.9875,   29.987502485,  -6.87
Neptune,   2013-04-11T00:00:00.00, 332 56 14.0006, -00 38 19.6107,   29.987470959,  -6.87
Neptune,   2013-04-12T00:00:00.00, 332 56 35.6251, -00 38 20.2339,   29.987439436,  -6.87
Neptune,   2013-04-13T00:00:00.00, 332 56 57.2496, -00 38 20.8571,   29.987407918,  -6.87
Neptune,   2013-04-14T00:00:00.00, 332 57 18.8741, -00 38 21.4802,   29.987376404,  -6.87
Neptune,   2013-04-15T00:00:00.00, 332 57 40.4985, -00 38 22.1033,   29.987344893,  -6.87
Neptune,   2013-04-16T00:00:00.00, 332 58  2.1229, -00 38 22.7264,   29.987313387,  -6.87
Neptune,   2013-04-17T00:00:00.00, 332 58 23.7474, -00 38 23.3494,   29.987281885,  -6.87
Neptune,   2013-04-18T00:00:00.00, 332 58 45.3717, -00 38 23.9725,   29.987250387,  -6.87
Neptune,   2013-04-19T00:00:00.00, 332 59  6.9961, -00 38 24.5955,   29.987218893,  -6.87
Neptune,   2013-04-20T00:00:00.00, 332 59 28.6205, -00 38 25.2185,   29.987187403,  -6.87
Neptune,   2013-04-21T00:00:00.00, 332 59 50.2448, -00 38 25.8414,   29.987155918,  -6.87
Neptune,   2013-04-22T00:00:00.00, 333  0 11.8691, -00 38 26.4644,   29.987124437,  -6.87
Neptune,   2013-04-23T00:00:00.00, 333  0 33.4934, -00 38 27.0873,   29.987092960,  -6.87
Neptune,   2013-04-24T00:00:00.00, 333  0 55.1176, -00 38 27.7101,   29.987061487,  -6.87
Neptune,   2013-04-25T00:00:00.00, 333  1 16.7419, -00 38 28.3330,   29.987030018,  -6.87
Neptune,   2013-04-26T00:00:00.00, 333  1 38.3661, -00 38 28.9558,   29.986998554,  -6.87
Neptune,   2013-04-27T00:00:00.00, 333  1 59.9903, -00 38 29.5786,   29.986967094,  -6.87
Neptune,   2013-04-28T00:00:00.00, 333  2 21.6145, -00 38 30.2014,   29.986935639,  -6.87
Neptune,   2013-04-29T00:00:00.00, 333  2 43.2386, -00 38 30.8242,   29.986904188,  -6.87
Neptune,   2013-04-30T00:00:00.00, 333  3  4.8628, -00 38 31.4469,   29.986872741,  -6.87
Neptune,   2013-05-01T00:00:00.00, 333  3 26.4869, -00 38 32.0696,   29.986841299,  -6.87
Neptune,   2013-05-02T00:00:00.00, 333  3 48.1109, -00 38 32.6923,   29.986809862,  -6.87
Neptune,   2013-05-03T00:00:00.00, 333  4  9.7350, -00 38 33.3149,   29.986778429,  -6.87
Neptune,   2013-05-04T00:00:00.00, 333  4 31.3591, -00 38 33.9376,   29.986747000,  -6.87
Neptune,   2013-05-05T00:00:00.00, 333  4 52.9831, -00 38 34.5602,   29.986715576,  -6.87
Neptune,   2013-05-06T00:00:00.00, 333  5 14.6071, -00 38 35.1827,   29.986684157,  -6.87
Neptune,   2013-05-07T00:00:00.00, 333  5 36.2310, -00 38 35.8053,   29.986652743,  -6.87
Neptune,   2013-05-08T00:00:00.00, 333  5 57.8550, -00 38 36.4278,   29.986621333,  -6.87
Neptune,   2013-05-09T00:00:00.00, 333  6 19.4789, -00 38 37.0503,   29.986589928,  -6.87
Neptune,   2013-05-10T00:00:00.00, 333  6 41.1028, -00 38 37.6728,   29.986558529,  -6.87
Neptune,   2013-05-11T00:00:00.00, 333  7  2.7267, -00 38 38.2953,   29.986527134,  -6.87
Neptune,   2013-05-12T00:00:00.00, 333  7 24.3506, -00 38 38.9177,   29.986495744,  -6.87
Neptune,   2013-05-13T00:00:00.00, 333  7 45.9744, -00 38 39.5401,   29.986464359,  -6.87
Neptune,   2013-05-14T00:00:00.00, 333  8  7.5982, -00 38 40.1625,   29.986432980,  -6.87
Neptune,   2013-05-15T00:00:00.00, 333  8 29.2220, -00 38 40.7848,   29.986401606,  -6.87
Neptune,   2013-05-16T00:00:00.00, 333  8 50.8458, -00 38 41.4072,   29.986370237,  -6.87
Neptune,   2013-05-17T00:00:00.00, 333  9 12.4695, -00 38 42.0295,   29.986338874,  -6.87
Neptune,   2013-05-18T00:00:00.00, 333  9 34.0932, -00 38 42.6518,   29.986307516,  -6.87
Neptune,   2013-05-19T00:00:00.00, 333  9 55.7169, -00 38 43.2740,   29.986276164,  -6.87
Neptune,   2013-05-20T00:00:00.00, 333 10 17.3406, -00 38 43.8963,   29.986244818,  -6.87
Neptune,   2013-05-21T00:00:00.00, 333 10 38.9642, -00 38 44.5185,   29.986213478,  -6.87
Neptune,   2013-05-22T00:00:00.00, 333 11  0.5878, -00 38 45.1406,   29.986182143,  -6.87
Neptune,   2013-05-23T00:00:00.00, 333 11 22.2115, -00 38 45.7628,   29.986150815,  -6.87
Neptune,   2013-05-24T00:00:00.00, 333 11 43.8350, -00 38 46.3849,   29.986119493,  -6.87
Neptune,   2013-05-25T00:00:00.00, 333 12  5.4586, -00 38 47.0071,   29.986088176,  -6.87
Neptune,   2013-05-26T00:00:00.00, 333 12 27.0822, -00 38 47.6291,   29.986056866,  -6.87
Neptune,   2013-05-27T00:00:00.00, 333 12 48.7057, -00 38 48.2512,   29.986025562,  -6.87
Neptune,   2013-05-28T00:00:00.00, 333 13 10.3292, -00 38 48.8733,   29.985994264,  -6.87
Neptune,   2013-05-29T00:00:00.00, 333 13 31.9527, -00 38 49.4953,   29.985962972,  -6.87
Neptune,   2013-05-30T00:00:00.00, 333 13 53.5762, -00 38 50.1173,   29.985931686,  -6.87
Neptune,   2013-05-31T00:00:00.00, 333 14 15.1996, -00 38 50.7392,   29.985900407,  -6.87
Neptune,   2013-06-01T00:00:00.00, 333 14 36.8231, -00 38 51.3612,   29.985869133,  -6.87
Neptune,   2013-06-02T00:00:00.00, 333 14 58.4465, -00 38 51.9831,   29.985837866,  -6.87
Neptune,   2013-06-03T00:00:00.00, 333 15 20.0699, -00 38 52.6050,   29.985806605,  -6.87
Neptune,   2013-06-04T00:00:00.00, 333 15 41.6933, -00 38 53.2268,   29.985775351,  -6.87
Neptune,   2013-06-05T00:00:00.00, 333 16  3.3167, -00 38 53.8487,   29.985744102,  -6.87
Neptune,   2013-06-06T00:00:00.00, 333 16 24.9400, -00 38 54.4705,   29.985712860,  -6.87
Neptune,   2013-06-07T00:00:00.00, 333 16 46.5634, -00 38 55.0923,   29.985681624,  -6.87
Neptune,   2013-06-08T00:00:00.00, 333 17  8.1867, -00 38 55.7141,   29.985650394,  -6.87
Neptune,   2013-06-09T00:00:00.00, 333 17 29.8101, -00 38 56.3358,   29.985619171,  -6.87
Neptune,   2013-06-10T00:00:00.00, 333 17 51.4334, -00 38 56.9575,   29.985587953,  -6.87
Neptune,   2013-06-11T00:00:00.00, 333 18 13.0567, -00 38 57.5792,   29.985556742,  -6.87
Neptune,   2013-06-12T00:00:00.00, 333 18 34.6799, -00 38 58.2009,   29.985525537,  -6.87
Neptune,   2013-06-13T00:00:00.00, 333 18 56.3032, -00 38 58.8226,   29.985494339,  -6.87
Neptune,   2013-06-14T00:00:00.00, 333 19 17.9265, -00 38 59.4442,   29.985463146,  -6.87
Neptune,   2013-06-15T00:00:00.00, 333 19 39.5497, -00 39  0.0658,   29.985431960,  -6.87
Neptune,   2013-06-16T00:00:00.00, 333 20  1.1730, -00 39  0.6874,   29.985400780,  -6.87
Neptune,   2013-06-17T00:00:00.00, 333 20 22.7962, -00 39  1.3089,   29.985369606,  -6.87
Neptune,   2013-06-18T00:00:00.00, 333 20 44.4194, -00 39  1.9304,   29.985338439,  -6.87
Neptune,   2013-06-19T00:00:00.00, 333 21  6.0426, -00 39  2.5520,   29.985307277,  -6.87
Neptune,   2013-06-20T00:00:00.00, 333 21 27.6658, -00 39  3.1734,   29.985276122,  -6.87
Neptune,   2013-06-21T00:00:00.00, 333 21 49.2890, -00 39  3.7949,   29.985244973,  -6.87
Neptune,   2013-06-22T00:00:00.00, 333 22 10.9122, -00 39  4.4163,   29.985213831,  -6.87
Neptune,   2013-06-23T00:00:00.00, 333 22 32.5353, -00 39  5.0377,   29.985182694,  -6.87
Neptune,   2013-06-24T00:00:00.00, 333 22 54.1585, -00 39  5.6591,   29.985151564,  -6.87
Neptune,   2013-06-25T00:00:00.00, 333 23 15.7816, -00 39  6.2805,   29.985120439,  -6.87
Neptune,   2013-06-26T00:00:00.00, 333 23 37.4048, -00 39  6.9018,   29.985089321,  -6.87
Neptune,   2013-06-27T00:00:00.00, 333 23 59.0279, -00 39  7.5231,   29.985058209,  -6.87
Neptune,   2013-06-28T00:00:00.00, 333 24 20.6510, -00 39  8.1444,   29.985027104,  -6.87
Neptune,   2013-06-29T00:00:00.00, 333 24 42.2741, -00 39  8.7656,   29.984996004,  -6.87
Neptune,   2013-06-30T00:00:00.00, 333 25  3.8972, -00 39  9.3869,   29.984964910,  -6.87
Neptune,   2013-07-01T00:00:00.00, 333 25 25.5203, -00 39 10.0081,   29.984933823,  -6.87
Neptune,   2013-07-02T00:00:00.00, 333 25 47.1434, -00 39 10.6292,   29.984902742,  -6.87
Neptune,   2013-07-03T00:00:00.00, 333 26  8.7665, -00 39 11.2504,   29.984871666,  -6.87
Neptune,   2013-07-04T00:00:00.00, 333 26 30.3895, -00 39 11.8715,   29.984840597,  -6.87
Neptune,   2013-07-05T00:00:00.00, 333 26 52.0126, -00 39 12.4927,   29.984809534,  -6.87
Neptune,   2013-07-06T00:00:00.00, 333 27 13.6357, -00 39 13.1137,   29.984778477,  -6.87
Neptune,   2013-07-07T00:00:00.00, 333 27 35.2587, -00 39 13.7348,   29.984747425,  -6.87
Neptune,   2013-07-08T00:00:00.00, 333 27 56.8818, -00 39 14.3558,   29.984716380,  -6.87
Neptune,   2013-07-09T00:00:00.00, 333 28 18.5048, -00 39 14.9768,   29.984685341,  -6.87
Neptune,   2013-07-10T00:00:00.00, 333 28 40.1279, -00 39 15.5978,   29.984654308,  -6.87
Neptune,   2013-07-11T00:00:00.00, 333 29  1.7509, -00 39 16.2188,   29.984623280,  -6.87
Neptune,   2013-07-12T00:00:00.00, 333 29 23.3739, -00 39 16.8397,   29.984592259,  -6.87
Neptune,   2013-07-13T00:00:00.00, 333 29 44.9969, -00 39 17.4606,   29.984561243,  -6.87
Neptune,   2013-07-14T00:00:00.00, 333 30  6.6199, -00 39 18.0815,   29.984530233,  -6.87
Neptune,   2013-07-15T00:00:00.00, 333 30 28.2430, -00 39 18.7024,   29.984499229,  -6.87
Neptune,   2013-07-16T00:00:00.00, 333 30 49.8660, -00 39 19.3232,   29.984468231,  -6.87
Neptune,   2013-07-17T00:00:00.00, 333 31 11.4890, -00 39 19.9440,   29.984437238,  -6.87
Neptune,   2013-07-18T00:00:00.00, 333 31 33.1120, -00 39 20.5648,   29.984406251,  -6.87
Neptune,   2013-07-19T00:00:00.00, 333 31 54.7350, -00 39 21.1856,   29.984375270,  -6.87
Neptune,   2013-07-20T00:00:00.00, 333 32 16.3579, -00 39 21.8063,   29.984344294,  -6.87
Neptune,   2013-07-21T00:00:00.00, 333 32 37.9809, -00 39 22.4270,   29.984313324,  -6.87
Neptune,   2013-07-22T00:00:00.00, 333 32 59.6039, -00 39 23.0477,   29.984282360,  -6.87
Neptune,   2013-07-23T00:00:00.00, 333 33 21.2269, -00 39 23.6684,   29.984251401,  -6.87
Neptune,   2013-07-24T00:00:00.00, 333 33 42.8499, -00 39 24.2890,   29.984220448,  -6.87
Neptune,   2013-07-25T00:00:00.00, 333 34  4.4728, -00 39 24.9096,   29.984189500,  -6.87
Neptune,   2013-07-26T00:00:00.00, 333 34 26.0958, -00 39 25.5302,   29.984158558,  -6.87
Neptune,   2013-07-27T00:00:00.00, 333 34 47.7188, -00 39 26.1508,   29.984127621,  -6.87
Neptune,   2013-07-28T00:00:00.00, 333 35  9.3417, -00 39 26.7713,   29.984096689,  -6.87
Neptune,   2013-07-29T00:00:00.00, 333 35 30.9647, -00 39 27.3918,   29.984065763,  -6.87
Neptune,   2013-07-30T00:00:00.00, 333 35 52.5876, -00 39 28.0123,   29.984034842,  -6.87
Neptune,   2013-07-31T00:00:00.00, 333 36 14.2106, -00 39 28.6328,   29.984003927,  -6.87
Neptune,   2013-08-01T00:00:00.00, 333 36 35.8335, -00 39 29.2532,   29.983973016,  -6.87
Neptune,   2013-08-02T00:00:00.00, 333 36 57.4564, -00 39 29.8737,   29.983942112,  -6.87
Neptune,   2013-08-03T00:00:00.00, 333 37 19.0794, -00 39 30.4940,   29.983911212,  -6.87
Neptune,   2013-08-04T00:00:00.00, 333 37 40.7023, -00 39 31.1144,   29.983880317,  -6.87
Neptune,   2013-08-05T00:00:00.00, 333 38  2.3252, -00 39 31.7347,   29.983849428,  -6.87
Neptune,   2013-08-06T00:00:00.00, 333 38 23.9481, -00 39 32.3551,   29.983818544,  -6.87
Neptune,   2013-08-07T00:00:00.00, 333 38 45.5710, -00 39 32.9754,   29.983787666,  -6.87
Neptune,   2013-08-08T00:00:00.00, 333 39  7.1939, -00 39 33.5956,   29.983756792,  -6.87
Neptune,   2013-08-09T00:00:00.00, 333 39 28.8168, -00 39 34.2159,   29.983725924,  -6.87
Neptune,   2013-08-10T00:00:00.00, 333 39 50.4397, -00 39 34.8361,   29.983695061,  -6.87
Neptune,   2013-08-11T00:00:00.00, 333 40 12.0626, -00 39 35.4563,   29.983664204,  -6.87
Neptune,   2013-08-12T00:00:00.00, 333 40 33.6855, -00 39 36.0764,   29.983633352,  -6.87
Neptune,   2013-08-13T00:00:00.00, 333 40 55.3084, -00 39 36.6966,   29.983602505,  -6.87
Neptune,   2013-08-14T00:00:00.00, 333 41 16.9312, -00 39 37.3167,   29.983571664,  -6.87
Neptune,   2013-08-15T00:00:00.00, 333 41 38.5541, -00 39 37.9368,   29.983540828,  -6.87
Neptune,   2013-08-16T00:00:00.00, 333 42  0.1769, -00 39 38.5568,   29.983509998,  -6.87
Neptune,   2013-08-17T00:00:00.00, 333 42 21.7998, -00 39 39.1769,   29.983479173,  -6.87
Neptune,   2013-08-18T00:00:00.00, 333 42 43.4227, -00 39 39.7969,   29.983448353,  -6.87
Neptune,   2013-08-19T00:00:00.00, 333 43  5.0455, -00 39 40.4169,   29.983417539,  -6.87
Neptune,   2013-08-20T00:00:00.00, 333 43 26.6683, -00 39 41.0369,   29.983386731,  -6.87
Neptune,   2013-08-21T00:00:00.00, 333 43 48.2912, -00 39 41.6568,   29.983355928,  -6.87
Neptune,   2013-08-22T00:00:00.00, 333 44  9.9140, -00 39 42.2767,   29.983325130,  -6.87
Neptune,   2013-08-23T00:00:00.00, 333 44 31.5368, -00 39 42.8966,   29.983294338,  -6.87
Neptune,   2013-08-24T00:00:00.00, 333 44 53.1597, -00 39 43.5165,   29.983263551,  -6.87
Neptune,   2013-08-25T00:00:00.00, 333 45 14.7825, -00 39 44.1363,   29.983232770,  -6.87
Neptune,   2013-08-26T00:00:00.00, 333 45 36.4053, -00 39 44.7562,   29.983201994,  -6.87
Neptune,   2013-08-27T00:00:00.00, 333 45 58.0281, -00 39 45.3759,   29.983171223,  -6.87
Neptune,   2013-08-28T00:00:00.00, 333 46 19.6510, -00 39 45.9957,   29.983140457,  -6.87
Neptune,   2013-08-29T00:00:00.00, 333 46 41.2738, -00 39 46.6155,   29.983109696,  -6.87
Neptune,   2013-08-30T00:00:00.00, 333 47  2.8966, -00 39 47.2352,   29.983078941,  -6.87
Neptune,   2013-08-31T00:00:00.00, 333 47 24.5194, -00 39 47.8549,   29.983048190,  -6.87
Neptune,   2013-09-01T00:00:00.00, 333 47 46.1422, -00 39 48.4745,   29.983017445,  -6.87
Neptune,   2013-09-02T00:00:00.00, 333 48  7.7650, -00 39 49.0942,   29.982986705,  -6.87
Neptune,   2013-09-03T00:00:00.00, 333 48 29.3878, -00 39 49.7138,   29.982955969,  -6.87
Neptune,   2013-09-04T00:00:00.00, 333 48 51.0106, -00 39 50.3334,   29.982925239,  -6.87
Neptune,   2013-09-05T00:00:00.00, 333 49 12.6335, -00 39 50.9530,   29.982894513,  -6.87
Neptune,   2013-09-06T00:00:00.00, 333 49 34.2563, -00 39 51.5725,   29.982863792,  -6.87
Neptune,   2013-09-07T00:00:00.00, 333 49 55.8791, -00 39 52.1920,   29.982833076,  -6.87
Neptune,   2013-09-08T00:00:00.00, 333 50 17.5018, -00 39 52.8115,   29.982802365,  -6.87
Neptune,   2013-09-09T00:00:00.00, 333 50 39.1246, -00 39 53.4310,   29.982771658,  -6.87
Neptune,   2013-09-10T00:00:00.00, 333 51  0.7474, -00 39 54.0504,   29.982740956,  -6.87
Neptune,   2013-09-11T00:00:00.00, 333 51 22.3702, -00 39 54.6698,   29.982710259,  -6.87
Neptune,   2013-09-12T00:00:00.00, 333 51 43.9930, -00 39 55.2892,   29.982679566,  -6.87
Neptune,   2013-09-13T00:00:00.00, 333 52  5.6158, -00 39 55.9086,   29.982648878,  -6.87
Neptune,   2013-09-14T00:00:00.00, 333 52 27.2386, -00 39 56.5279,   29.982618195,  -6.87
Neptune,   2013-09-15T00:00:00.00, 333 52 48.8613, -00 39 57.1473,   29.982587515,  -6.87
Neptune,   2013-09-16T00:00:00.00, 333 53 10.4841, -00 39 57.7665,   29.982556841,  -6.87
Neptune,   2013-09-17T00:00:00.00, 333 53 32.1069, -00 39 58.3858,   29.982526171,  -6.87
Neptune,   2013-09-18T00:00:00.00, 333 53 53.7296, -00 39 59.0051,   29.982495505,  -6.87
Neptune,   2013-09-19T00:00:00.00, 333 54 15.3524, -00 39 59.6243,   29.982464844,  -6.87
Neptune,   2013-09-20T00:00:00.00, 333 54 36.9752, -00 40  0.2434,   29.982434187,  -6.87
Neptune,   2013-09-21T00:00:00.00, 333 54 58.5979, -00 40  0.8626,   29.982403534,  -6.87
Neptune,   2013-09-22T00:00:00.00, 333 55 20.2206, -00 40  1.4817,   29.982372886,  -6.87
Neptune,   2013-09-23T00:00:00.00, 333 55 41.8434, -00 40  2.1009,   29.982342242,  -6.87
Neptune,   2013-09-24T00:00:00.00, 333 56  3.4661, -00 40  2.7199,   29.982311603,  -6.87
Neptune,   2013-09-25T00:00:00.00, 333 56 25.0888, -00 40  3.3390,   29.982280967,  -6.87
Neptune,   2013-09-26T00:00:00.00, 333 56 46.7116, -00 40  3.9580,   29.982250336,  -6.87
Neptune,   2013-09-27T00:00:00.00, 333 57  8.3343, -00 40  4.5770,   29.982219710,  -6.87
Neptune,   2013-09-28T00:00:00.00, 333 57 29.9570, -00 40  5.1960,   29.982189087,  -6.87
Neptune,   2013-09-29T00:00:00.00, 333 57 51.5797, -00 40  5.8150,   29.982158469,  -6.87
Neptune,   2013-09-30T00:00:00.00, 333 58 13.2024, -00 40  6.4339,   29.982127855,  -6.87
Neptune,   2013-10-01T00:00:00.00, 333 58 34.8251, -00 40  7.0528,   29.982097245,  -6.87
Neptune,   2013-10-02T00:00:00.00, 333 58 56.4477, -00 40  7.6717,   29.982066639,  -6.87
Neptune,   2013-10-03T00:00:00.00, 333 59 18.0704, -00 40  8.2905,   29.982036038,  -6.87
Neptune,   2013-10-04T00:00:00.00, 333 59 39.6931, -00 40  8.9094,   29.982005441,  -6.87
Neptune,   2013-10-05T00:00:00.00, 334  0  1.3157, -00 40  9.5282,   29.981974848,  -6.87
Neptune,   2013-10-06T00:00:00.00, 334  0 22.9384, -00 40 10.1469,   29.981944259,  -6.87
Neptune,   2013-10-07T00:00:00.00, 334  0 44.5610, -00 40 10.7657,   29.981913674,  -6.87
Neptune,   2013-10-08T00:00:00.00, 334  1  6.1836, -00 40 11.3844,   29.981883093,  -6.87
Neptune,   2013-10-09T00:00:00.00, 334  1 27.8063, -00 40 12.0031,   29.981852517,  -6.87
Neptune,   2013-10-10T00:00:00.00, 334  1 49.4289, -00 40 12.6218,   29.981821944,  -6.87
Neptune,   2013-10-11T00:00:00.00, 334  2 11.0515, -00 40 13.2404,   29.981791376,  -6.87
Neptune,   2013-10-12T00:00:00.00, 334  2 32.6740, -00 40 13.8590,   29.981760812,  -6.87
Neptune,   2013-10-13T00:00:00.00, 334  2 54.2966, -00 40 14.4776,   29.981730252,  -6.87
Neptune,   2013-10-14T00:00:00.00, 334  3 15.9192, -00 40 15.0962,   29.981699696,  -6.87
Neptune,   2013-10-15T00:00:00.00, 334  3 37.5417, -00 40 15.7147,   29.981669145,  -6.87
Neptune,   2013-10-16T00:00:00.00, 334  3 59.1643, -00 40 16.3332,   29.981638598,  -6.87
Neptune,   2013-10-17T00:00:00.00, 334  4 20.7868, -00 40 16.9517,   29.981608054,  -6.87
Neptune,   2013-10-18T00:00:00.00, 334  4 42.4093, -00 40 17.5702,   29.981577515,  -6.87
Neptune,   2013-10-19T00:00:00.00, 334  5  4.0318, -00 40 18.1886,   29.981546980,  -6.87
Neptune,   2013-10-20T00:00:00.00, 334  5 25.6543, -00 40 18.8070,   29.981516450,  -6.87
Neptune,   2013-10-21T00:00:00.00, 334  5 47.2768, -00 40 19.4254,   29.981485923,  -6.87
Neptune,   2013-10-22T00:00:00.00, 334  6  8.8992, -00 40 20.0437,   29.981455401,  -6.87
Neptune,   2013-10-23T00:00:00.00, 334  6 30.5217, -00 40 20.6621,   29.981424883,  -6.87
Neptune,   2013-10-24T00:00:00.00, 334  6 52.1441, -00 40 21.2804,   29.981394369,  -6.87
Neptune,   2013-10-25T00:00:00.00, 334  7 13.7665, -00 40 21.8987,   29.981363860,  -6.87
Neptune,   2013-10-26T00:00:00.00, 334  7 35.3889, -00 40 22.5169,   29.981333355,  -6.87
Neptune,   2013-10-27T00:00:00.00, 334  7 57.0113, -00 40 23.1351,   29.981302854,  -6.87
Neptune,   2013-10-28T00:00:00.00, 334  8 18.6336, -00 40 23.7533,   29.981272358,  -6.87
Neptune,   2013-10-29T00:00:00.00, 334  8 40.2559, -00 40 24.3715,   29.981241866,  -6.87
Neptune,   2013-10-30T00:00:00.00, 334  9  1.8783, -00 40 24.9896,   29.981211378,  -6.87
Neptune,   2013-10-31T00:00:00.00, 334  9 23.5006, -00 40 25.6078,   29.981180896,  -6.87
Neptune,   2013-11-01T00:00:00.00, 334  9 45.1228, -00 40 26.2258,   29.981150417,  -6.87
Neptune,   2013-11-02T00:00:00.00, 334 10  6.7451, -00 40 26.8439,   29.981119944,  -6.87
Neptune,   2013-11-03T00:00:00.00, 334 10 28.3674, -00 40 27.4619,   29.981089475,  -6.87
Neptune,   2013-11-04T00:00:00.00, 334 10 49.9896, -00 40 28.0800,   29.981059011,  -6.87
Neptune,   2013-11-05T00:00:00.00, 334 11 11.6118, -00 40 28.6979,   29.981028552,  -6.87
Neptune,   2013-11-06T00:00:00.00, 334 11 33.2339, -00 40 29.3159,   29.980998097,  -6.87
Neptune,   2013-11-07T00:00:00.00, 334 11 54.8561, -00 40 29.9338,   29.980967648,  -6.87
Neptune,   2013-11-08T00:00:00.00, 334 12 16.4782, -00 40 30.5518,   29.980937205,  -6.87
Neptune,   2013-11-09T00:00:00.00, 334 12 38.1003, -00 40 31.1696,   29.980906766,  -6.87
Neptune,   2013-11-10T00:00:00.00, 334 12 59.7224, -00 40 31.7875,   29.980876333,  -6.87
Neptune,   2013-11-11T00:00:00.00, 334 13 21.3445, -00 40 32.4053,   29.980845905,  -6.87
Neptune,   2013-11-12T00:00:00.00, 334 13 42.9665, -00 40 33.0231,   29.980815483,  -6.87
Neptune,   2013-11-13T00:00:00.00, 334 14  4.5886, -00 40 33.6409,   29.980785067,  -6.87
Neptune,   2013-11-14T00:00:00.00, 334 14 26.2106, -00 40 34.2587,   29.980754656,  -6.87
Neptune,   2013-11-15T00:00:00.00, 334 14 47.8325, -00 40 34.8764,   29.980724252,  -6.87
Neptune,   2013-11-16T00:00:00.00, 334 15  9.4545, -00 40 35.4941,   29.980693853,  -6.87
Neptune,   2013-11-17T00:00:00.00, 334 15 31.0764, -00 40 36.1118,   29.980663460,  -6.87
Neptune,   2013-11-18T00:00:00.00, 334 15 52.6983, -00 40 36.7294,   29.980633073,  -6.87
Neptune,   2013-11-19T00:00:00.00, 334 16 14.3202, -00 40 37.3470,   29.980602692,  -6.87
Neptune,   2013-11-20T00:00:00.00, 334 16 35.9421, -00 40 37.9646,   29.980572318,  -6.87
Neptune,   2013-11-21T00:00:00.00, 334 16 57.5640, -00 40 38.5822,   29.980541949,  -6.87
Neptune,   2013-11-22T00:00:00.00, 334 17 19.1858, -00 40 39.1998,   29.980511587,  -6.87
Neptune,   2013-11-23T00:00:00.00, 334 17 40.8076, -00 40 39.8173,   29.980481231,  -6.87
Neptune,   2013-11-24T00:00:00.00, 334 18  2.4294, -00 40 40.4348,   29.980450881,  -6.87
Neptune,   2013-11-25T00:00:00.00, 334 18 24.0512, -00 40 41.0523,   29.980420538,  -6.87
Neptune,   2013-11-26T00:00:00.00, 334 18 45.6729, -00 40 41.6697,   29.980390201,  -6.87
Neptune,   2013-11-27T00:00:00.00, 334 19  7.2946, -00 40 42.2871,   29.980359871,  -6.87
Neptune,   2013-11-28T00:00:00.00, 334 19 28.9163, -00 40 42.9045,   29.980329547,  -6.87
Neptune,   2013-11-29T00:00:00.00, 334 19 50.5380, -00 40 43.5219,   29.980299229,  -6.87
Neptune,   2013-11-30T00:00:00.00, 334 20 12.1597, -00 40 44.1392,   29.980268919,  -6.87
Neptune,   2013-12-01T00:00:00.00, 334 20 33.7813, -00 40 44.7565,   29.980238614,  -6.87
Neptune,   2013-12-02T00:00:00.00, 334 20 55.4029, -00 40 45.3738,   29.980208317,  -6.87
Neptune,   2013-12-03T00:00:00.00, 334 21 17.0246, -00 40 45.9911,   29.980178026,  -6.87
Neptune,   2013-12-04T00:00:00.00, 334 21 38.6461, -00 40 46.6083,   29.980147741,  -6.87
Neptune,   2013-12-05T00:00:00.00, 334 22  0.2677, -00 40 47.2255,   29.980117464,  -6.87
Neptune,   2013-12-06T00:00:00.00, 334 22 21.8892, -00 40 47.8427,   29.980087193,  -6.87
Neptune,   2013-12-07T00:00:00.00, 334 22 43.5108, -00 40 48.4599,   29.980056930,  -6.87
Neptune,   2013-12-08T00:00:00.00, 334 23  5.1323, -00 40 49.0770,   29.980026673,  -6.87
Neptune,   2013-12-09T00:00:00.00, 334 23 26.7538, -00 40 49.6941,   29.979996423,  -6.87
Neptune,   2013-12-10T00:00:00.00, 334 23 48.3752, -00 40 50.3112,   29.979966180,  -6.87
Neptune,   2013-12-11T00:00:00.00, 334 24  9.9967, -00 40 50.9282,   29.979935944,  -6.87
Neptune,   2013-12-12T00:00:00.00, 334 24 31.6181, -00 40 51.5453,   29.979905716,  -6.87
Neptune,   2013-12-13T00:00:00.00, 334 24 53.2395, -00 40 52.1623,   29.979875494,  -6.87
