# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 8, targetName: Neptune, Diameter: 49244.00 km, Orbital period: 6.01823000E+04 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 3650
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Neptune,   2011-04-19T00:00:00.00, 328 35 33.8177, -00 30 42.9871,   30.010548427,  -6.87
Neptune,   2011-04-20T00:00:00.00, 328 35 55.4569, -00 30 43.6265,   30.010517386,  -6.87
Neptune,   2011-04-21T00:00:00.00, 328 36 17.0961, -00 30 44.2659,   30.010486338,  -6.87
Neptune,   2011-04-22T00:00:00.00, 328 36 38.7353, -00 30 44.9052,   30.010455284,  -6.87
Neptune,   2011-04-23T00:00:00.00, 328 37  0.3744, -00 30 45.5446,   30.010424223,  -6.87
Neptune,   2011-04-24T00:00:00.00, 328 37 22.0136, -00 30 46.1839,   30.010393156,  -6.87
Neptune,   2011-04-25T00:00:00.00, 328 37 43.6528, -00 30 46.8232,   30.010362083,  -6.87
Neptune,   2011-04-26T00:00:00.00, 328 38  5.2920, -00 30 47.4624,   30.010331003,  -6.87
Neptune,   2011-04-27T00:00:00.00, 328 38 26.9312, -00 30 48.1017,   30.010299916,  -6.87
Neptune,   2011-04-28T00:00:00.00, 328 38 48.5703, -00 30 48.7409,   30.010268824,  -6.87
Neptune,   2011-04-29T00:00:00.00, 328 39 10.2095, -00 30 49.3801,   30.010237724,  -6.87
Neptune,   2011-04-30T00:00:00.00, 328 39 31.8487, -00 30 50.0193,   30.010206618,  -6.87
Neptune,   2011-05-01T00:00:00.00, 328 39 53.4878, -00 30 50.6584,   30.010175506,  -6.87
Neptune,   2011-05-02T00:00:00.00, 328 40 15.1270, -00 30 51.2976,   30.010144387,  -6.87
Neptune,   2011-05-03T00:00:00.00, 328 40 36.7662, -00 30 51.9367,   30.010113261,  -6.87
Neptune,   2011-05-04T00:00:00.00, 328 40 58.4053, -00 30 52.5758,   30.010082129,  -6.87
Neptune,   2011-05-05T00:00:00.00, 328 41 20.0445, -00 30 53.2149,   30.010050990,  -6.87
Neptune,   2011-05-06T00:00:00.00, 328 41 41.6836, -00 30 53.8539,   30.010019845,  -6.87
Neptune,   2011-05-07T00:00:00.00, 328 42  3.3228, -00 30 54.4930,   30.009988693,  -6.87
Neptune,   2011-05-08T00:00:00.00, 328 42 24.9619, -00 30 55.1320,   30.009957535,  -6.87
Neptune,   2011-05-09T00:00:00.00, 328 42 46.6010, -00 30 55.7710,   30.009926370,  -6.87
Neptune,   2011-05-10T00:00:00.00, 328 43  8.2402, -00 30 56.4100,   30.009895198,  -6.87
Neptune,   2011-05-11T00:00:00.00, 328 43 29.8793, -00 30 57.0489,   30.009864020,  -6.87
Neptune,   2011-05-12T00:00:00.00, 328 43 51.5184, -00 30 57.6879,   30.009832835,  -6.87
Neptune,   2011-05-13T00:00:00.00, 328 44 13.1575, -00 30 58.3268,   30.009801644,  -6.87
Neptune,   2011-05-14T00:00:00.00, 328 44 34.7966, -00 30 58.9657,   30.009770446,  -6.87
Neptune,   2011-05-15T00:00:00.00, 328 44 56.4357, -00 30 59.6045,   30.009739241,  -6.87
Neptune,   2011-05-16T00:00:00.00, 328 45 18.0748, -00 31  0.2434,   30.009708030,  -6.87
Neptune,   2011-05-17T00:00:00.00, 328 45 39.7139, -00 31  0.8822,   30.009676812,  -6.87
Neptune,   2011-05-18T00:00:00.00, 328 46  1.3530, -00 31  1.5210,   30.009645587,  -6.87
Neptune,   2011-05-19T00:00:00.00, 328 46 22.9920, -00 31  2.1598,   30.009614356,  -6.87
Neptune,   2011-05-20T00:00:00.00, 328 46 44.6311, -00 31  2.7986,   30.009583119,  -6.87
Neptune,   2011-05-21T00:00:00.00, 328 47  6.2701, -00 31  3.4373,   30.009551874,  -6.87
Neptune,   2011-05-22T00:00:00.00, 328 47 27.9091, -00 31  4.0761,   30.009520624,  -6.87
Neptune,   2011-05-23T00:00:00.00, 328 47 49.5482, -00 31  4.7148,   30.009489366,  -6.87
Neptune,   2011-05-24T00:00:00.00, 328 48 11.1872, -00 31  5.3535,   30.009458102,  -6.87
Neptune,   2011-05-25T00:00:00.00, 328 48 32.8262, -00 31  5.9921,   30.009426832,  -6.87
Neptune,   2011-05-26T00:00:00.00, 328 48 54.4652, -00 31  6.6308,   30.009395555,  -6.87
Neptune,   2011-05-27T00:00:00.00, 328 49 16.1041, -00 31  7.2694,   30.009364271,  -6.87
Neptune,   2011-05-28T00:00:00.00, 328 49 37.7431, -00 31  7.9080,   30.009332981,  -6.87
Neptune,   2011-05-29T00:00:00.00, 328 49 59.3821, -00 31  8.5466,   30.009301685,  -6.87
Neptune,   2011-05-30T00:00:00.00, 328 50 21.0210, -00 31  9.1851,   30.009270382,  -6.87
Neptune,   2011-05-31T00:00:00.00, 328 50 42.6599, -00 31  9.8236,   30.009239073,  -6.87
Neptune,   2011-06-01T00:00:00.00, 328 51  4.2988, -00 31 10.4622,   30.009207757,  -6.87
Neptune,   2011-06-02T00:00:00.00, 328 51 25.9377, -00 31 11.1007,   30.009176435,  -6.87
Neptune,   2011-06-03T00:00:00.00, 328 51 47.5766, -00 31 11.7391,   30.009145107,  -6.87
Neptune,   2011-06-04T00:00:00.00, 328 52  9.2154, -00 31 12.3776,   30.009113772,  -6.87
Neptune,   2011-06-05T00:00:00.00, 328 52 30.8543, -00 31 13.0160,   30.009082431,  -6.87
Neptune,   2011-06-06T00:00:00.00, 328 52 52.4931, -00 31 13.6544,   30.009051085,  -6.87
Neptune,   2011-06-07T00:00:00.00, 328 53 14.1319, -00 31 14.2928,   30.009019732,  -6.87
Neptune,   2011-06-08T00:00:00.00, 328 53 35.7707, -00 31 14.9312,   30.008988373,  -6.87
Neptune,   2011-06-09T00:00:00.00, 328 53 57.4095, -00 31 15.5695,   30.008957008,  -6.87
Neptune,   2011-06-10T00:00:00.00, 328 54 19.0482, -00 31 16.2079,   30.008925638,  -6.87
Neptune,   2011-06-11T00:00:00.00, 328 54 40.6870, -00 31 16.8462,   30.008894262,  -6.87
Neptune,   2011-06-12T00:00:00.00, 328 55  2.3257, -00 31 17.4845,   30.008862880,  -6.87
Neptune,   2011-06-13T00:00:00.00, 328 55 23.9644, -00 31 18.1227,   30.008831492,  -6.87
Neptune,   2011-06-14T00:00:00.00, 328 55 45.6031, -00 31 18.7610,   30.008800100,  -6.87
Neptune,   2011-06-15T00:00:00.00, 328 56  7.2417, -00 31 19.3992,   30.008768701,  -6.87
Neptune,   2011-06-16T00:00:00.00, 328 56 28.8804, -00 31 20.0374,   30.008737298,  -6.87
Neptune,   2011-06-17T00:00:00.00, 328 56 50.5190, -00 31 20.6756,   30.008705889,  -6.87
Neptune,   2011-06-18T00:00:00.00, 328 57 12.1576, -00 31 21.3137,   30.008674475,  -6.87
Neptune,   2011-06-19T00:00:00.00, 328 57 33.7962, -00 31 21.9519,   30.008643057,  -6.87
Neptune,   2011-06-20T00:00:00.00, 328 57 55.4347, -00 31 22.5900,   30.008611633,  -6.87
Neptune,   2011-06-21T00:00:00.00, 328 58 17.0733, -00 31 23.2281,   30.008580204,  -6.87
Neptune,   2011-06-22T00:00:00.00, 328 58 38.7118, -00 31 23.8662,   30.008548770,  -6.87
Neptune,   2011-06-23T00:00:00.00, 328 59  0.3503, -00 31 24.5043,   30.008517332,  -6.87
Neptune,   2011-06-24T00:00:00.00, 328 59 21.9888, -00 31 25.1423,   30.008485888,  -6.87
Neptune,   2011-06-25T00:00:00.00, 328 59 43.6273, -00 31 25.7803,   30.008454440,  -6.87
Neptune,   2011-06-26T00:00:00.00, 329  0  5.2657, -00 31 26.4183,   30.008422987,  -6.87
Neptune,   2011-06-27T00:00:00.00, 329  0 26.9042, -00 31 27.0563,   30.008391529,  -6.87
Neptune,   2011-06-28T00:00:00.00, 329  0 48.5426, -00 31 27.6943,   30.008360066,  -6.87
Neptune,   2011-06-29T00:00:00.00, 329  1 10.1810, -00 31 28.3322,   30.008328599,  -6.87
Neptune,   2011-06-30T00:00:00.00, 329  1 31.8194, -00 31 28.9701,   30.008297127,  -6.87
Neptune,   2011-07-01T00:00:00.00, 329  1 53.4577, -00 31 29.6080,   30.008265650,  -6.87
Neptune,   2011-07-02T00:00:00.00, 329  2 15.0961, -00 31 30.2459,   30.008234169,  -6.87
Neptune,   2011-07-03T00:00:00.00, 329  2 36.7344, -00 31 30.8838,   30.008202683,  -6.87
Neptune,   2011-07-04T00:00:00.00, 329  2 58.3727, -00 31 31.5216,   30.008171192,  -6.87
Neptune,   2011-07-05T00:00:00.00, 329  3 20.0110, -00 31 32.1594,   30.008139697,  -6.87
Neptune,   2011-07-06T00:00:00.00, 329  3 41.6493, -00 31 32.7972,   30.008108198,  -6.87
Neptune,   2011-07-07T00:00:00.00, 329  4  3.2876, -00 31 33.4350,   30.008076693,  -6.87
Neptune,   2011-07-08T00:00:00.00, 329  4 24.9258, -00 31 34.0728,   30.008045184,  -6.87
Neptune,   2011-07-09T00:00:00.00, 329  4 46.5640, -00 31 34.7105,   30.008013671,  -6.87
Neptune,   2011-07-10T00:00:00.00, 329  5  8.2022, -00 31 35.3482,   30.007982153,  -6.87
Neptune,   2011-07-11T00:00:00.00, 329  5 29.8404, -00 31 35.9859,   30.007950631,  -6.87
Neptune,   2011-07-12T00:00:00.00, 329  5 51.4786, -00 31 36.6236,   30.007919104,  -6.87
Neptune,   2011-07-13T00:00:00.00, 329  6 13.1168, -00 31 37.2612,   30.007887573,  -6.87
Neptune,   2011-07-14T00:00:00.00, 329  6 34.7549, -00 31 37.8989,   30.007856038,  -6.87
Neptune,   2011-07-15T00:00:00.00, 329  6 56.3930, -00 31 38.5365,   30.007824498,  -6.87
Neptune,   2011-07-16T00:00:00.00, 329  7 18.0311, -00 31 39.1741,   30.007792954,  -6.87
Neptune,   2011-07-17T00:00:00.00, 329  7 39.6692, -00 31 39.8116,   30.007761405,  -6.87
Neptune,   2011-07-18T00:00:00.00, 329  8  1.3073, -00 31 40.4492,   30.007729853,  -6.87
Neptune,   2011-07-19T00:00:00.00, 329  8 22.9454, -00 31 41.0867,   30.007698296,  -6.87
Neptune,   2011-07-20T00:00:00.00, 329  8 44.5834, -00 31 41.7242,   30.007666734,  -6.87
Neptune,   2011-07-21T00:00:00.00, 329  9  6.2214, -00 31 42.3617,   30.007635169,  -6.87
Neptune,   2011-07-22T00:00:00.00, 329  9 27.8594, -00 31 42.9992,   30.007603599,  -6.87
Neptune,   2011-07-23T00:00:00.00, 329  9 49.4974, -00 31 43.6366,   30.007572025,  -6.87
Neptune,   2011-07-24T00:00:00.00, 329 10 11.1354, -00 31 44.2741,   30.007540448,  -6.87
Neptune,   2011-07-25T00:00:00.00, 329 10 32.7733, -00 31 44.9115,   30.007508865,  -6.87
Neptune,   2011-07-26T00:00:00.00, 329 10 54.4112, -00 31 45.5489,   30.007477279,  -6.87
Neptune,   2011-07-27T00:00:00.00, 329 11 16.0492, -00 31 46.1862,   30.007445689,  -6.87
Neptune,   2011-07-28T00:00:00.00, 329 11 37.6871, -00 31 46.8236,   30.007414095,  -6.87
Neptune,   2011-07-29T00:00:00.00, 329 11 59.3249, -00 31 47.4609,   30.007382497,  -6.87
Neptune,   2011-07-30T00:00:00.00, 329 12 20.9628, -00 31 48.0982,   30.007350894,  -6.87
Neptune,   2011-07-31T00:00:00.00, 329 12 42.6007, -00 31 48.7355,   30.007319288,  -6.87
Neptune,   2011-08-01T00:00:00.00, 329 13  4.2385, -00 31 49.3727,   30.007287678,  -6.87
Neptune,   2011-08-02T00:00:00.00, 329 13 25.8763, -00 31 50.0100,   30.007256064,  -6.87
Neptune,   2011-08-03T00:00:00.00, 329 13 47.5141, -00 31 50.6472,   30.007224446,  -6.87
Neptune,   2011-08-04T00:00:00.00, 329 14  9.1519, -00 31 51.2844,   30.007192824,  -6.87
Neptune,   2011-08-05T00:00:00.00, 329 14 30.7896, -00 31 51.9216,   30.007161198,  -6.87
Neptune,   2011-08-06T00:00:00.00, 329 14 52.4274, -00 31 52.5588,   30.007129568,  -6.87
Neptune,   2011-08-07T00:00:00.00, 329 15 14.0651, -00 31 53.1959,   30.007097935,  -6.87
Neptune,   2011-08-08T00:00:00.00, 329 15 35.7028, -00 31 53.8330,   30.007066297,  -6.87
Neptune,   2011-08-09T00:00:00.00, 329 15 57.3405, -00 31 54.4701,   30.007034656,  -6.87
Neptune,   2011-08-10T00:00:00.00, 329 16 18.9782, -00 31 55.1072,   30.007003011,  -6.87
Neptune,   2011-08-11T00:00:00.00, 329 16 40.6159, -00 31 55.7443,   30.006971362,  -6.87
Neptune,   2011-08-12T00:00:00.00, 329 17  2.2535, -00 31 56.3813,   30.006939710,  -6.87
Neptune,   2011-08-13T00:00:00.00, 329 17 23.8911, -00 31 57.0183,   30.006908053,  -6.87
Neptune,   2011-08-14T00:00:00.00, 329 17 45.5288, -00 31 57.6553,   30.006876393,  -6.87
Neptune,   2011-08-15T00:00:00.00, 329 18  7.1664, -00 31 58.2923,   30.006844729,  -6.87
Neptune,   2011-08-16T00:00:00.00, 329 18 28.8039, -00 31 58.9292,   30.006813061,  -6.87
Neptune,   2011-08-17T00:00:00.00, 329 18 50.4415, -00 31 59.5662,   30.006781389,  -6.87
Neptune,   2011-08-18T00:00:00.00, 329 19 12.0791, -00 32  0.2031,   30.006749714,  -6.87
Neptune,   2011-08-19T00:00:00.00, 329 19 33.7166, -00 32  0.8400,   30.006718035,  -6.87
Neptune,   2011-08-20T00:00:00.00, 329 19 55.3541, -00 32  1.4769,   30.006686352,  -6.87
Neptune,   2011-08-21T00:00:00.00, 329 20 16.9916, -00 32  2.1137,   30.006654666,  -6.87
Neptune,   2011-08-22T00:00:00.00, 329 20 38.6291, -00 32  2.7505,   30.006622976,  -6.87
Neptune,   2011-08-23T00:00:00.00, 329 21  0.2666, -00 32  3.3873,   30.006591282,  -6.87
Neptune,   2011-08-24T00:00:00.00, 329 21 21.9040, -00 32  4.0241,   30.006559584,  -6.87
Neptune,   2011-08-25T00:00:00.00, 329 21 43.5415, -00 32  4.6609,   30.006527882,  -6.87
Neptune,   2011-08-26T00:00:00.00, 329 22  5.1789, -00 32  5.2977,   30.006496177,  -6.87
Neptune,   2011-08-27T00:00:00.00, 329 22 26.8163, -00 32  5.9344,   30.006464468,  -6.87
Neptune,   2011-08-28T00:00:00.00, 329 22 48.4537, -00 32  6.5711,   30.006432756,  -6.87
Neptune,   2011-08-29T00:00:00.00, 329 23 10.0910, -00 32  7.2078,   30.006401040,  -6.87
Neptune,   2011-08-30T00:00:00.00, 329 23 31.7284, -00 32  7.8444,   30.006369320,  -6.87
Neptune,   2011-08-31T00:00:00.00, 329 23 53.3657, -00 32  8.4811,   30.006337597,  -6.87
Neptune,   2011-09-01T00:00:00.00, 329 24 15.0030, -00 32  9.1177,   30.006305870,  -6.87
Neptune,   2011-09-02T00:00:00.00, 329 24 36.6403, -00 32  9.7543,   30.006274139,  -6.87
Neptune,   2011-09-03T00:00:00.00, 329 24 58.2776, -00 32 10.3909,   30.006242405,  -6.87
Neptune,   2011-09-04T00:00:00.00, 329 25 19.9149, -00 32 11.0275,   30.006210668,  -6.87
Neptune,   2011-09-05T00:00:00.00, 329 25 41.5521, -00 32 11.6640,   30.006178927,  -6.87
Neptune,   2011-09-06T00:00:00.00, 329 26  3.1893, -00 32 12.3005,   30.006147183,  -6.87
Neptune,   2011-09-07T00:00:00.00, 329 26 24.8265, -00 32 12.9370,   30.006115435,  -6.87
Neptune,   2011-09-08T00:00:00.00, 329 26 46.4637, -00 32 13.5735,   30.006083685,  -6.87
Neptune,   2011-09-09T00:00:00.00, 329 27  8.1009, -00 32 14.2100,   30.006051931,  -6.87
Neptune,   2011-09-10T00:00:00.00, 329 27 29.7381, -00 32 14.8464,   30.006020174,  -6.87
Neptune,   2011-09-11T00:00:00.00, 329 27 51.3752, -00 32 15.4828,   30.005988413,  -6.87
Neptune,   2011-09-12T00:00:00.00, 329 28 13.0123, -00 32 16.1192,   30.005956650,  -6.87
Neptune,   2011-09-13T00:00:00.00, 329 28 34.6494, -00 32 16.7556,   30.005924884,  -6.87
Neptune,   2011-09-14T00:00:00.00, 329 28 56.2865, -00 32 17.3920,   30.005893115,  -6.87
Neptune,   2011-09-15T00:00:00.00, 329 29 17.9236, -00 32 18.0283,   30.005861343,  -6.87
Neptune,   2011-09-16T00:00:00.00, 329 29 39.5607, -00 32 18.6647,   30.005829568,  -6.87
Neptune,   2011-09-17T00:00:00.00, 329 30  1.1977, -00 32 19.3010,   30.005797790,  -6.87
Neptune,   2011-09-18T00:00:00.00, 329 30 22.8348, -00 32 19.9372,   30.005766009,  -6.87
Neptune,   2011-09-19T00:00:00.00, 329 30 44.4718, -00 32 20.5735,   30.005734225,  -6.87
Neptune,   2011-09-20T00:00:00.00, 329 31  6.1088, -00 32 21.2097,   30.005702438,  -6.87
Neptune,   2011-09-21T00:00:00.00, 329 31 27.7458, -00 32 21.8460,   30.005670648,  -6.87
Neptune,   2011-09-22T00:00:00.00, 329 31 49.3827, -00 32 22.4821,   30.005638855,  -6.87
Neptune,   2011-09-23T00:00:00.00, 329 32 11.0197, -00 32 23.1183,   30.005607059,  -6.87
Neptune,   2011-09-24T00:00:00.00, 329 32 32.6567, -00 32 23.7545,   30.005575260,  -6.87
Neptune,   2011-09-25T00:00:00.00, 329 32 54.2936, -00 32 24.3906,   30.005543458,  -6.87
Neptune,   2011-09-26T00:00:00.00, 329 33 15.9305, -00 32 25.0267,   30.005511652,  -6.87
Neptune,   2011-09-27T00:00:00.00, 329 33 37.5674, -00 32 25.6628,   30.005479844,  -6.87
Neptune,   2011-09-28T00:00:00.00, 329 33 59.2043, -00 32 26.2989,   30.005448032,  -6.87
Neptune,   2011-09-29T00:00:00.00, 329 34 20.8412, -00 32 26.9350,   30.005416217,  -6.87
Neptune,   2011-09-30T00:00:00.00, 329 34 42.4781, -00 32 27.5710,   30.005384399,  -6.87
Neptune,   2011-10-01T00:00:00.00, 329 35  4.1150, -00 32 28.2070,   30.005352578,  -6.87
Neptune,   2011-10-02T00:00:00.00, 329 35 25.7518, -00 32 28.8430,   30.005320753,  -6.87
Neptune,   2011-10-03T00:00:00.00, 329 35 47.3887, -00 32 29.4790,   30.005288925,  -6.87
Neptune,   2011-10-04T00:00:00.00, 329 36  9.0255, -00 32 30.1149,   30.005257093,  -6.87
Neptune,   2011-10-05T00:00:00.00, 329 36 30.6623, -00 32 30.7509,   30.005225258,  -6.87
Neptune,   2011-10-06T00:00:00.00, 329 36 52.2991, -00 32 31.3868,   30.005193420,  -6.87
Neptune,   2011-10-07T00:00:00.00, 329 37 13.9359, -00 32 32.0227,   30.005161578,  -6.87
Neptune,   2011-10-08T00:00:00.00, 329 37 35.5727, -00 32 32.6585,   30.005129733,  -6.87
Neptune,   2011-10-09T00:00:00.00, 329 37 57.2095, -00 32 33.2944,   30.005097884,  -6.87
Neptune,   2011-10-10T00:00:00.00, 329 38 18.8462, -00 32 33.9302,   30.005066032,  -6.87
Neptune,   2011-10-11T00:00:00.00, 329 38 40.4830, -00 32 34.5660,   30.005034176,  -6.87
Neptune,   2011-10-12T00:00:00.00, 329 39  2.1197, -00 32 35.2018,   30.005002316,  -6.87
Neptune,   2011-10-13T00:00:00.00, 329 39 23.7565, -00 32 35.8376,   30.004970453,  -6.87
Neptune,   2011-10-14T00:00:00.00, 329 39 45.3932, -00 32 36.4733,   30.004938586,  -6.87
Neptune,   2011-10-15T00:00:00.00, 329 40  7.0299, -00 32 37.1090,   30.004906716,  -6.87
Neptune,   2011-10-16T00:00:00.00, 329 40 28.6665, -00 32 37.7447,   30.004874842,  -6.87
Neptune,   2011-10-17T00:00:00.00, 329 40 50.3032, -00 32 38.3804,   30.004842964,  -6.87
Neptune,   2011-10-18T00:00:00.00, 329 41 11.9399, -00 32 39.0161,   30.004811082,  -6.87
Neptune,   2011-10-19T00:00:00.00, 329 41 33.5765, -00 32 39.6517,   30.004779197,  -6.87
Neptune,   2011-10-20T00:00:00.00, 329 41 55.2132, -00 32 40.2873,   30.004747307,  -6.87
Neptune,   2011-10-21T00:00:00.00, 329 42 16.8498, -00 32 40.9229,   30.004715414,  -6.87
Neptune,   2011-10-22T00:00:00.00, 329 42 38.4864, -00 32 41.5585,   30.004683517,  -6.87
Neptune,   2011-10-23T00:00:00.00, 329 43  0.1230, -00 32 42.1941,   30.004651617,  -6.87
Neptune,   2011-10-24T00:00:00.00, 329 43 21.7596, -00 32 42.8296,   30.004619712,  -6.87
Neptune,   2011-10-25T00:00:00.00, 329 43 43.3961, -00 32 43.4651,   30.004587804,  -6.87
Neptune,   2011-10-26T00:00:00.00, 329 44  5.0327, -00 32 44.1006,   30.004555891,  -6.87
Neptune,   2011-10-27T00:00:00.00, 329 44 26.6692, -00 32 44.7360,   30.004523975,  -6.87
Neptune,   2011-10-28T00:00:00.00, 329 44 48.3057, -00 32 45.3715,   30.004492054,  -6.87
Neptune,   2011-10-29T00:00:00.00, 329 45  9.9423, -00 32 46.0069,   30.004460130,  -6.87
Neptune,   2011-10-30T00:00:00.00, 329 45 31.5787, -00 32 46.6423,   30.004428202,  -6.87
Neptune,   2011-10-31T00:00:00.00, 329 45 53.2152, -00 32 47.2777,   30.004396270,  -6.87
Neptune,   2011-11-01T00:00:00.00, 329 46 14.8517, -00 32 47.9131,   30.004364333,  -6.87
Neptune,   2011-11-02T00:00:00.00, 329 46 36.4881, -00 32 48.5484,   30.004332393,  -6.87
Neptune,   2011-11-03T00:00:00.00, 329 46 58.1246, -00 32 49.1837,   30.004300449,  -6.87
Neptune,   2011-11-04T00:00:00.00, 329 47 19.7610, -00 32 49.8190,   30.004268500,  -6.87
Neptune,   2011-11-05T00:00:00.00, 329 47 41.3974, -00 32 50.4543,   30.004236548,  -6.87
Neptune,   2011-11-06T00:00:00.00, 329 48  3.0338, -00 32 51.0895,   30.004204591,  -6.87
Neptune,   2011-11-07T00:00:00.00, 329 48 24.6701, -00 32 51.7248,   30.004172630,  -6.87
Neptune,   2011-11-08T00:00:00.00, 329 48 46.3065, -00 32 52.3600,   30.004140665,  -6.87
Neptune,   2011-11-09T00:00:00.00, 329 49  7.9428, -00 32 52.9952,   30.004108696,  -6.87
Neptune,   2011-11-10T00:00:00.00, 329 49 29.5791, -00 32 53.6303,   30.004076723,  -6.87
Neptune,   2011-11-11T00:00:00.00, 329 49 51.2154, -00 32 54.2655,   30.004044746,  -6.87
Neptune,   2011-11-12T00:00:00.00, 329 50 12.8517, -00 32 54.9006,   30.004012765,  -6.87
Neptune,   2011-11-13T00:00:00.00, 329 50 34.4879, -00 32 55.5357,   30.003980779,  -6.87
Neptune,   2011-11-14T00:00:00.00, 329 50 56.1242, -00 32 56.1708,   30.003948789,  -6.87
Neptune,   2011-11-15T00:00:00.00, 329 51 17.7604, -00 32 56.8058,   30.003916795,  -6.87
Neptune,   2011-11-16T00:00:00.00, 329 51 39.3966, -00 32 57.4409,   30.003884797,  -6.87
Neptune,   2011-11-17T00:00:00.00, 329 52  1.0328, -00 32 58.0759,   30.003852795,  -6.87
Neptune,   2011-11-18T00:00:00.00, 329 52 22.6689, -00 32 58.7109,   30.003820788,  -6.87
Neptune,   2011-11-19T00:00:00.00, 329 52 44.3051, -00 32 59.3458,   30.003788778,  -6.87
Neptune,   2011-11-20T00:00:00.00, 329 53  5.9412, -00 32 59.9808,   30.003756763,  -6.87
Neptune,   2011-11-21T00:00:00.00, 329 53 27.5773, -00 33  0.6157,   30.003724744,  -6.87
Neptune,   2011-11-22T00:00:00.00, 329 53 49.2133, -00 33  1.2506,   30.003692720,  -6.87
Neptune,   2011-11-23T00:00:00.00, 329 54 10.8494, -00 33  1.8855,   30.003660693,  -6.87
Neptune,   2011-11-24T00:00:00.00, 329 54 32.4854, -00 33  2.5203,   30.003628662,  -6.87
Neptune,   2011-11-25T00:00:00.00, 329 54 54.1214, -00 33  3.1552,   30.003596626,  -6.87
Neptune,   2011-11-26T00:00:00.00, 329 55 15.7574, -00 33  3.7900,   30.003564586,  -6.87
Neptune,   2011-11-27T00:00:00.00, 329 55 37.3933, -00 33  4.4248,   30.003532543,  -6.87
Neptune,   2011-11-28T00:00:00.00, 329 55 59.0292, -00 33  5.0595,   30.003500495,  -6.87
Neptune,   2011-11-29T00:00:00.00, 329 56 20.6651, -00 33  5.6943,   30.003468443,  -6.87
Neptune,   2011-11-30T00:00:00.00, 329 56 42.3010, -00 33  6.3290,   30.003436388,  -6.87
Neptune,   2011-12-01T00:00:00.00, 329 57  3.9369, -00 33  6.9637,   30.003404328,  -6.87
Neptune,   2011-12-02T00:00:00.00, 329 57 25.5727, -00 33  7.5984,   30.003372265,  -6.87
Neptune,   2011-12-03T00:00:00.00, 329 57 47.2085, -00 33  8.2331,   30.003340199,  -6.87
Neptune,   2011-12-04T00:00:00.00, 329 58  8.8442, -00 33  8.8677,   30.003308128,  -6.87
Neptune,   2011-12-05T00:00:00.00, 329 58 30.4800, -00 33  9.5023,   30.003276054,  -6.87
Neptune,   2011-12-06T00:00:00.00, 329 58 52.1157, -00 33 10.1369,   30.003243977,  -6.87
Neptune,   2011-12-07T00:00:00.00, 329 59 13.7513, -00 33 10.7715,   30.003211896,  -6.87
Neptune,   2011-12-08T00:00:00.00, 329 59 35.3870, -00 33 11.4060,   30.003179812,  -6.87
Neptune,   2011-12-09T00:00:00.00, 329 59 57.0226, -00 33 12.0406,   30.003147725,  -6.87
Neptune,   2011-12-10T00:00:00.00, 330  0 18.6582, -00 33 12.6751,   30.003115635,  -6.87
Neptune,   2011-12-11T00:00:00.00, 330  0 40.2937, -00 33 13.3096,   30.003083541,  -6.87
Neptune,   2011-12-12T00:00:00.00, 330  1  1.9293, -00 33 13.9440,   30.003051445,  -6.87
Neptune,   2011-12-13T00:00:00.00, 330  1 23.5648, -00 33 14.5785,   30.003019345,  -6.87
Neptune,   2011-12-14T00:00:00.00, 330  1 45.2002, -00 33 15.2129,   30.002987243,  -6.87
Neptune,   2011-12-15T00:00:00.00, 330  2  6.8357, -00 33 15.8473,   30.002955137,  -6.87
Neptune,   2011-12-16T00:00:00.00, 330  2 28.4711, -00 33 16.4817,   30.002923029,  -6.87
Neptune,   2011-12-17T00:00:00.00, 330  2 50.1065, -00 33 17.1160,   30.002890918,  -6.87
Neptune,   2011-12-18T00:00:00.00, 330  3 11.7419, -00 33 17.7503,   30.002858804,  -6.87
Neptune,   2011-12-19T00:00:00.00, 330  3 33.3772, -00 33 18.3847,   30.002826687,  -6.87
Neptune,   2011-12-20T00:00:00.00, 330  3 55.0125, -00 33 19.0189,   30.002794568,  -6.87
Neptune,   2011-12-21T00:00:00.00, 330  4 16.6478, -00 33 19.6532,   30.002762445,  -6.87
Neptune,   2011-12-22T00:00:00.00, 330  4 38.2830, -00 33 20.2875,   30.002730320,  -6.87
Neptune,   2011-12-23T00:00:00.00, 330  4 59.9182, -00 33 20.9217,   30.002698193,  -6.87
Neptune,   2011-12-24T00:00:00.00, 330  5 21.5534, -00 33 21.5559,   30.002666062,  -6.87
Neptune,   2011-12-25T00:00:00.00, 330  5 43.1886, -00 33 22.1901,   30.002633929,  -6.87
Neptune,   2011-12-26T00:00:00.00, 330  6  4.8237, -00 33 22.8242,   30.002601793,  -6.87
Neptune,   2011-12-27T00:00:00.00, 330  6 26.4588, -00 33 23.4583,   30.002569655,  -6.87
Neptune,   2011-12-28T00:00:00.00, 330  6 48.0939, -00 33 24.0925,   30.002537514,  -6.87
Neptune,   2011-12-29T00:00:00.00, 330  7  9.7289, -00 33 24.7266,   30.002505370,  -6.87
