# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 3, targetName: Earth, Diameter: 12756.27 km, Orbital period: 3.65256000E+02 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 365
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Earth,   2019-11-08T00:00:00.00,  45  0 33.0514, -00  0  6.4624,    0.990915641,  -3.86
Earth,   2019-11-09T00:00:00.00,  46  0 45.9045, -00  0  6.5524,    0.990668054,  -3.86
Earth,   2019-11-10T00:00:00.00,  47  1  0.3508, -00  0  6.6679,    0.990424160,  -3.86
Earth,   2019-11-11T00:00:00.00,  48  1 16.4116, -00  0  6.8091,    0.990184183,  -3.86
Earth,   2019-11-12T00:00:00.00,  49  1 34.1135, -00  0  6.9748,    0.989948315,  -3.86
Earth,   2019-11-13T00:00:00.00,  50  1 53.4885, -00  0  7.1625,    0.989716707,  -3.86
Earth,   2019-11-14T00:00:00.00,  51  2 14.5719, -00  0  7.3685,    0.989489461,  -3.86
Earth,   2019-11-15T00:00:00.00,  52  2 37.4008, -00  0  7.5879,    0.989266625,  -3.86
Earth,   2019-11-16T00:00:00.00,  53  3  2.0114, -00  0  7.8144,    0.989048188,  -3.86
Earth,   2019-11-17T00:00:00.00,  54  3 28.4361, -00  0  8.0413,    0.988834073,  -3.86
Earth,   2019-11-18T00:00:00.00,  55  3 56.6999, -00  0  8.2611,    0.988624146,  -3.86
Earth,   2019-11-19T00:00:00.00,  56  4 26.8180, -00  0  8.4663,    0.988418216,  -3.86
Earth,   2019-11-20T00:00:00.00,  57  4 58.7919, -00  0  8.6498,    0.988216049,  -3.86
Earth,   2019-11-21T00:00:00.00,  58  5 32.6078, -00  0  8.8052,    0.988017377,  -3.86
Earth,   2019-11-22T00:00:00.00,  59  6  8.2338, -00  0  8.9278,    0.987821922,  -3.86
Earth,   2019-11-23T00:00:00.00,  60  6 45.6192, -00  0  9.0145,    0.987629412,  -3.86
Earth,   2019-11-24T00:00:00.00,  61  7 24.6953, -00  0  9.0645,    0.987439613,  -3.86
Earth,   2019-11-25T00:00:00.00,  62  8  5.3778, -00  0  9.0792,    0.987252345,  -3.86
Earth,   2019-11-26T00:00:00.00,  63  8 47.5707, -00  0  9.0624,    0.987067510,  -3.86
Earth,   2019-11-27T00:00:00.00,  64  9 31.1729, -00  0  9.0197,    0.986885099,  -3.86
Earth,   2019-11-28T00:00:00.00,  65 10 16.0838, -00  0  8.9579,    0.986705190,  -3.86
Earth,   2019-11-29T00:00:00.00,  66 11  2.2085, -00  0  8.8845,    0.986527940,  -3.86
Earth,   2019-11-30T00:00:00.00,  67 11 49.4617, -00  0  8.8070,    0.986353566,  -3.86
Earth,   2019-12-01T00:00:00.00,  68 12 37.7692, -00  0  8.7323,    0.986182325,  -3.86
Earth,   2019-12-02T00:00:00.00,  69 13 27.0679, -00  0  8.6668,    0.986014496,  -3.86
Earth,   2019-12-03T00:00:00.00,  70 14 17.3050, -00  0  8.6156,    0.985850367,  -3.86
Earth,   2019-12-04T00:00:00.00,  71 15  8.4370, -00  0  8.5831,    0.985690226,  -3.86
Earth,   2019-12-05T00:00:00.00,  72 16  0.4282, -00  0  8.5725,    0.985534360,  -3.86
Earth,   2019-12-06T00:00:00.00,  73 16 53.2501, -00  0  8.5863,    0.985383048,  -3.86
Earth,   2019-12-07T00:00:00.00,  74 17 46.8813, -00  0  8.6257,    0.985236562,  -3.86
Earth,   2019-12-08T00:00:00.00,  75 18 41.3073, -00  0  8.6911,    0.985095169,  -3.86
Earth,   2019-12-09T00:00:00.00,  76 19 36.5216, -00  0  8.7815,    0.984959120,  -3.86
Earth,   2019-12-10T00:00:00.00,  77 20 32.5256, -00  0  8.8949,    0.984828652,  -3.86
Earth,   2019-12-11T00:00:00.00,  78 21 29.3296, -00  0  9.0279,    0.984703974,  -3.86
Earth,   2019-12-12T00:00:00.00,  79 22 26.9522, -00  0  9.1757,    0.984585254,  -3.86
Earth,   2019-12-13T00:00:00.00,  80 23 25.4192, -00  0  9.3323,    0.984472610,  -3.86
Earth,   2019-12-14T00:00:00.00,  81 24 24.7610, -00  0  9.4904,    0.984366093,  -3.86
Earth,   2019-12-15T00:00:00.00,  82 25 25.0089, -00  0  9.6424,    0.984265678,  -3.86
Earth,   2019-12-16T00:00:00.00,  83 26 26.1910, -00  0  9.7801,    0.984171263,  -3.86
Earth,   2019-12-17T00:00:00.00,  84 27 28.3275, -00  0  9.8963,    0.984082670,  -3.86
Earth,   2019-12-18T00:00:00.00,  85 28 31.4263, -00  0  9.9842,    0.983999661,  -3.86
Earth,   2019-12-19T00:00:00.00,  86 29 35.4803, -00  0 10.0389,    0.983921949,  -3.86
Earth,   2019-12-20T00:00:00.00,  87 30 40.4653, -00  0 10.0573,    0.983849221,  -3.86
Earth,   2019-12-21T00:00:00.00,  88 31 46.3390, -00  0 10.0384,    0.983781159,  -3.86
Earth,   2019-12-22T00:00:00.00,  89 32 53.0420, -00  0  9.9832,    0.983717463,  -3.86
Earth,   2019-12-23T00:00:00.00,  90 34  0.4990, -00  0  9.8950,    0.983657867,  -3.86
Earth,   2019-12-24T00:00:00.00,  91 35  8.6219, -00  0  9.7787,    0.983602160,  -3.86
Earth,   2019-12-25T00:00:00.00,  92 36 17.3133, -00  0  9.6407,    0.983550195,  -3.86
Earth,   2019-12-26T00:00:00.00,  93 37 26.4709, -00  0  9.4880,    0.983501900,  -3.86
Earth,   2019-12-27T00:00:00.00,  94 38 35.9920, -00  0  9.3283,    0.983457273,  -3.86
Earth,   2019-12-28T00:00:00.00,  95 39 45.7771, -00  0  9.1689,    0.983416379,  -3.86
Earth,   2019-12-29T00:00:00.00,  96 40 55.7328, -00  0  9.0164,    0.983379337,  -3.86
Earth,   2019-12-30T00:00:00.00,  97 42  5.7737, -00  0  8.8768,    0.983346306,  -3.86
Earth,   2019-12-31T00:00:00.00,  98 43 15.8229, -00  0  8.7548,    0.983317473,  -3.86
