# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   1988-09-16T00:00:00.00, 152  2 54.3984, -17 43 35.7687,    9.423607560,   5.40
1P,   1988-10-06T00:00:00.00, 151 48  6.7446, -17 43 49.1063,    9.553460354,   5.40
1P,   1988-10-26T00:00:00.00, 151 33 42.8653, -17 44  1.0182,    9.682172109,   5.40
1P,   1988-11-15T00:00:00.00, 151 19 41.6285, -17 44 11.6096,    9.809770269,   5.40
1P,   1988-12-05T00:00:00.00, 151  6  1.9699, -17 44 20.9744,    9.936281317,   5.40
1P,   1988-12-25T00:00:00.00, 150 52 42.8967, -17 44 29.1970,   10.061730812,   5.40
1P,   1989-01-14T00:00:00.00, 150 39 43.4827, -17 44 36.3539,   10.186143336,   5.40
1P,   1989-02-03T00:00:00.00, 150 27  2.8632, -17 44 42.5164,   10.309542355,   5.40
1P,   1989-02-23T00:00:00.00, 150 14 40.2237, -17 44 47.7502,   10.431950374,   5.40
1P,   1989-03-15T00:00:00.00, 150  2 34.8027, -17 44 52.1142,   10.553389138,   5.40
